Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Venezuelans displaced abroad,Stateless persons,Others of concern
2020,Nigeria,NGA,Venezuela (Bolivarian Republic of),VEN,7,0,0,,0,0
2020,Nigeria,NGA,Zambia,ZMB,0,5,0,,0,0
2020,Niue,NIU,United States of America,USA,18,7,0,,0,0
2020,Norway,NOR,Brazil,BRA,0,6,0,,0,0
2020,Norway,NOR,United Kingdom of Great Britain and Northern Ireland,GBR,5,0,0,,0,0
2020,Norway,NOR,Germany,DEU,0,9,0,,0,0
2020,Nauru,NRU,Australia,AUS,5,16,0,,0,0
2020,New Zealand,NZL,Australia,AUS,27,27,0,,0,0
2020,New Zealand,NZL,Brazil,BRA,0,5,0,,0,0
2020,New Zealand,NZL,Germany,DEU,8,0,0,,0,0
2020,Oman,OMN,Australia,AUS,5,0,0,,0,0
2020,Oman,OMN,Burundi,BDI,0,0,0,,0,974
2020,Oman,OMN,United Kingdom of Great Britain and Northern Ireland,GBR,20,22,0,,0,0
2020,Oman,OMN,Germany,DEU,8,10,0,,0,0
2020,Oman,OMN,Saudi Arabia,SAU,0,5,0,,0,0
2020,Oman,OMN,Spain,ESP,0,5,0,,0,0
2020,Oman,OMN,United States of America,USA,14,28,0,,0,0
2020,Pakistan,PAK,Afghanistan,AFG,72185,136,0,,0,0
2020,Pakistan,PAK,Argentina,ARG,39,19,0,,0,0
2020,Pakistan,PAK,Australia,AUS,5416,2569,0,,0,0
2020,Pakistan,PAK,Austria,AUT,348,428,0,,0,0
2020,Pakistan,PAK,Azerbaijan,AZE,17,0,0,,0,0
2020,Pakistan,PAK,Belgium,BEL,300,205,0,,0,0
2020,Pakistan,PAK,Benin,BEN,5,0,0,,0,0
2020,Pakistan,PAK,Bolivia (Plurinational State of),BOL,5,0,0,,0,0
2020,Pakistan,PAK,Brazil,BRA,356,1758,0,,0,0
2020,Pakistan,PAK,Bosnia and Herzegovina,BIH,0,32,0,,0,2328
2020,Pakistan,PAK,Bulgaria,BGR,26,83,0,,0,0
2020,Pakistan,PAK,Canada,CAN,6085,2741,0,,0,0
2020,Pakistan,PAK,China,CHN,32,9,0,,0,0
2020,Pakistan,PAK,Chile,CHL,0,7,0,,0,0
2020,Pakistan,PAK,Costa Rica,CRI,5,11,0,,0,0
2020,Pakistan,PAK,Cyprus,CYP,18,916,0,,0,0
2020,Pakistan,PAK,Czechia,CZE,14,5,0,,0,0
2020,Pakistan,PAK,Denmark,DNK,65,31,0,,0,0
2020,Pakistan,PAK,Ecuador,ECU,29,10,0,,0,0
2020,Pakistan,PAK,Estonia,EST,5,0,0,,0,0
2020,Pakistan,PAK,Fiji,FJI,6,0,0,,0,0
2020,Pakistan,PAK,Finland,FIN,75,31,0,,0,0
2020,Pakistan,PAK,France,FRA,2017,3458,0,,0,0
2020,Pakistan,PAK,United Kingdom of Great Britain and Northern Ireland,GBR,8350,4241,0,,0,0
2020,Pakistan,PAK,Georgia,GEO,11,28,0,,0,0
2020,Pakistan,PAK,Germany,DEU,8475,6453,0,,0,0
2020,Pakistan,PAK,Ghana,GHA,60,5,0,,0,0
2020,Pakistan,PAK,Greece,GRC,1150,5423,0,,0,0
2020,Pakistan,PAK,Guyana,GUY,5,0,0,,0,0
2020,Pakistan,PAK,China, Hong Kong SAR,HKG,21,0,0,,0,0
2020,Pakistan,PAK,Croatia,HRV,7,23,0,,0,0
2020,Pakistan,PAK,Hungary,HUN,106,5,0,,0,0
2020,Pakistan,PAK,Iceland,ISL,22,5,0,,0,0
2020,Pakistan,PAK,Indonesia,IDN,284,24,0,,0,0
2020,Pakistan,PAK,Ireland,IRL,365,654,0,,0,0
2020,Pakistan,PAK,Iran (Islamic Rep. of),IRN,10,0,0,,0,0
2020,Pakistan,PAK,Iraq,IRQ,0,27,0,,0,0
2020,Pakistan,PAK,Italy,ITA,14484,9415,0,,0,0
2020,Pakistan,PAK,Jordan,JOR,5,23,0,,0,0
2020,Pakistan,PAK,Japan,JPN,33,0,0,,0,0
2020,Pakistan,PAK,Kenya,KEN,9,8,0,,0,0
2020,Pakistan,PAK,Rep. of Korea,KOR,112,1442,0,,0,0
2020,Pakistan,PAK,Kuwait,KWT,0,12,0,,0,0
2020,Pakistan,PAK,Liberia,LBR,5,0,0,,0,0
2020,Pakistan,PAK,Lebanon,LBN,6,10,0,,0,0
2020,Pakistan,PAK,Sri Lanka,LKA,776,177,0,,0,0
2020,Pakistan,PAK,Lithuania,LTU,5,0,0,,0,0
2020,Pakistan,PAK,Luxembourg,LUX,0,6,0,,0,0
2020,Pakistan,PAK,Latvia,LVA,0,5,0,,0,0
2020,Pakistan,PAK,Madagascar,MDG,53,150,0,,0,0
2020,Pakistan,PAK,North Macedonia,MKD,5,0,0,,0,0
2020,Pakistan,PAK,Mexico,MEX,10,17,0,,0,0
2020,Pakistan,PAK,Mali,MLI,10,0,0,,0,0
2020,Pakistan,PAK,Malaysia,MYS,3168,3453,0,,0,0
2020,Pakistan,PAK,Montenegro,MNE,0,9,0,,0,0
2020,Pakistan,PAK,Morocco,MAR,16,6,0,,0,0
2020,Pakistan,PAK,Malta,MLT,58,62,0,,0,0
2020,Pakistan,PAK,Mauritius,MUS,5,0,0,,0,0
2020,Pakistan,PAK,Nepal,NPL,184,11,0,,0,0
2020,Pakistan,PAK,Netherlands,NLD,608,284,0,,0,0
2020,Pakistan,PAK,Niger,NER,0,8,0,,0,0
2020,Pakistan,PAK,Norway,NOR,87,11,0,,0,0
2020,Pakistan,PAK,Nauru,NRU,36,20,0,,0,0
2020,Pakistan,PAK,New Zealand,NZL,55,7,0,,0,0
2020,Pakistan,PAK,Oman,OMN,5,0,0,,0,0
2020,Pakistan,PAK,Pakistan,PAK,0,0,98898,,0,54
2020,Pakistan,PAK,Panama,PAN,0,17,0,,0,0
2020,Pakistan,PAK,Peru,PER,0,10,0,,0,0
2020,Pakistan,PAK,Philippines,PHL,102,25,0,,0,0
2020,Pakistan,PAK,Papua New Guinea,PNG,32,5,0,,0,0
2020,Pakistan,PAK,Poland,POL,27,17,0,,0,0
2020,Pakistan,PAK,Portugal,PRT,82,9,0,,0,0
2020,Pakistan,PAK,Romania,ROU,37,91,0,,0,0
2020,Pakistan,PAK,South Africa,ZAF,10,8858,0,,0,0
2020,Pakistan,PAK,Russian Federation,RUS,5,0,0,,0,0
2020,Pakistan,PAK,Saudi Arabia,SAU,0,21,0,,0,0
2020,Pakistan,PAK,Senegal,SEN,0,12,0,,0,0
2020,Pakistan,PAK,Spain,ESP,407,1100,0,,0,0
2020,Pakistan,PAK,Serbia and Kosovo: S/RES/1244 (1999),SRB,5,0,0,,0,353
2020,Pakistan,PAK,Slovakia,SVK,7,0,0,,0,0
2020,Pakistan,PAK,Slovenia,SVN,5,18,0,,0,0
2020,Pakistan,PAK,Sweden,SWE,622,342,0,,0,0
2020,Pakistan,PAK,Switzerland,CHE,273,87,0,,0,0
2020,Pakistan,PAK,Syrian Arab Rep.,SYR,214,10,0,,0,0
2020,Pakistan,PAK,Thailand,THA,1662,104,0,,0,0
2020,Pakistan,PAK,Trinidad and Tobago,TTO,9,19,0,,0,0
2020,Pakistan,PAK,United Arab Emirates,ARE,5,0,0,,0,0
2020,Pakistan,PAK,Uganda,UGA,235,17,0,,0,0
2020,Pakistan,PAK,Ukraine,UKR,7,69,0,,0,0
2020,Pakistan,PAK,Uruguay,URY,0,33,0,,0,0
2020,Pakistan,PAK,United States of America,USA,3887,6081,0,,0,0
2020,Pakistan,PAK,Yemen,YEM,0,9,0,,0,0
2020,Panama,PAN,Brazil,BRA,0,8,0,,0,0
2020,Panama,PAN,Canada,CAN,21,0,0,,0,0
2020,Panama,PAN,Costa Rica,CRI,5,17,0,,0,0
2020,Panama,PAN,Mexico,MEX,20,58,0,,0,0
2020,Panama,PAN,Peru,PER,0,11,0,,0,0
2020,Panama,PAN,Spain,ESP,12,95,0,,0,0
2020,Panama,PAN,United States of America,USA,12,126,0,,0,0
2020,Paraguay,PRY,Argentina,ARG,9,20,0,,0,0
2020,Paraguay,PRY,Brazil,BRA,5,176,0,,0,0
2020,Paraguay,PRY,Canada,CAN,15,0,0,,0,0
2020,Paraguay,PRY,France,FRA,6,0,0,,0,0
2020,Paraguay,PRY,Germany,DEU,5,8,0,,0,0
2020,Paraguay,PRY,Italy,ITA,0,12,0,,0,0
2020,Paraguay,PRY,Peru,PER,0,5,0,,0,0
2020,Paraguay,PRY,Spain,ESP,54,545,0,,0,0
2020,Paraguay,PRY,Switzerland,CHE,5,0,0,,0,0
2020,Paraguay,PRY,Uruguay,URY,5,0,0,,0,0
2020,Paraguay,PRY,United States of America,USA,15,102,0,,0,0
2020,Peru,PER,Argentina,ARG,545,49,0,,0,0
2020,Peru,PER,Australia,AUS,20,63,0,,0,0
2020,Peru,PER,Belgium,BEL,0,50,0,,0,0
2020,Peru,PER,Bolivia (Plurinational State of),BOL,524,0,0,,0,0
2020,Peru,PER,Brazil,BRA,46,243,0,,0,0
2020,Peru,PER,Belize,BLZ,0,5,0,,0,0
2020,Peru,PER,Canada,CAN,112,303,0,,0,0
2020,Peru,PER,Chile,CHL,113,15,0,,0,0
2020,Peru,PER,Costa Rica,CRI,13,7,0,,0,0
2020,Peru,PER,Ecuador,ECU,82,116,0,,0,0
2020,Peru,PER,France,FRA,339,148,0,,0,0
2020,Peru,PER,United Kingdom of Great Britain and Northern Ireland,GBR,0,6,0,,0,0
2020,Peru,PER,Germany,DEU,39,18,0,,0,0
2020,Peru,PER,Greece,GRC,0,5,0,,0,0
2020,Peru,PER,Iceland,ISL,5,0,0,,0,0
2020,Peru,PER,Israel,ISR,0,18,0,,0,0
2020,Peru,PER,Italy,ITA,276,931,0,,0,0
2020,Peru,PER,Rep. of Korea,KOR,0,12,0,,0,0
2020,Peru,PER,Mexico,MEX,25,61,0,,0,0
2020,Peru,PER,Netherlands,NLD,5,10,0,,0,0
2020,Peru,PER,Norway,NOR,0,5,0,,0,0
2020,Peru,PER,Panama,PAN,23,0,0,,0,0
2020,Peru,PER,Paraguay,PRY,5,5,0,,0,0
2020,Peru,PER,Peru,PER,0,0,0,,0,500353
2020,Peru,PER,Spain,ESP,139,5040,0,,0,0
2020,Peru,PER,Sweden,SWE,9,41,0,,0,0
2020,Peru,PER,Switzerland,CHE,5,0,0,,0,0
2020,Peru,PER,Trinidad and Tobago,TTO,0,5,0,,0,0
2020,Peru,PER,Uruguay,URY,6,5,0,,0,0
2020,Peru,PER,United States of America,USA,498,3422,0,,0,0
2020,Peru,PER,Venezuela (Bolivarian Republic of),VEN,5,0,0,,0,0
2020,Philippines,PHL,Australia,AUS,48,1413,0,,0,0
2020,Philippines,PHL,Austria,AUT,18,10,0,,0,0
2020,Philippines,PHL,Belgium,BEL,0,5,0,,0,0
2020,Philippines,PHL,Brazil,BRA,5,564,0,,0,0
2020,Philippines,PHL,Canada,CAN,60,124,0,,0,0
2020,Philippines,PHL,Cyprus,CYP,12,179,0,,0,0
2020,Philippines,PHL,Finland,FIN,0,5,0,,0,0
2020,Philippines,PHL,France,FRA,5,0,0,,0,0
2020,Philippines,PHL,United Kingdom of Great Britain and Northern Ireland,GBR,47,375,0,,0,0
2020,Philippines,PHL,Georgia,GEO,0,5,0,,0,0
2020,Philippines,PHL,Germany,DEU,40,29,0,,0,0
2020,Philippines,PHL,Greece,GRC,7,6,0,,0,0
2020,Philippines,PHL,China, Hong Kong SAR,HKG,6,0,0,,0,0
2020,Philippines,PHL,Ireland,IRL,0,5,0,,0,0
2020,Philippines,PHL,Israel,ISR,0,6,0,,0,0
2020,Philippines,PHL,Italy,ITA,0,67,0,,0,0
2020,Philippines,PHL,Jordan,JOR,0,5,0,,0,0
2020,Philippines,PHL,Rep. of Korea,KOR,0,546,0,,0,0
2020,Philippines,PHL,Kuwait,KWT,0,5,0,,0,0
2020,Philippines,PHL,Lebanon,LBN,0,23,0,,0,5
2020,Philippines,PHL,Malaysia,MYS,22,0,0,,0,0
2020,Philippines,PHL,Netherlands,NLD,6,0,0,,0,0
2020,Philippines,PHL,New Zealand,NZL,7,14,0,,0,0
2020,Philippines,PHL,Peru,PER,0,21,0,,0,0
2020,Philippines,PHL,Philippines,PHL,0,0,150368,,0,129445
2020,Philippines,PHL,Russian Federation,RUS,5,0,0,,0,0
2020,Philippines,PHL,Spain,ESP,0,5,0,,0,0
2020,Philippines,PHL,Sweden,SWE,6,9,0,,0,0
2020,Philippines,PHL,Switzerland,CHE,11,5,0,,0,0
2020,Philippines,PHL,Trinidad and Tobago,TTO,0,5,0,,0,0
2020,Philippines,PHL,United Arab Emirates,ARE,0,0,0,,0,17
2020,Philippines,PHL,United States of America,USA,166,1558,0,,0,0
2020,Papua New Guinea,PNG,Australia,AUS,505,650,0,,0,0
2020,Papua New Guinea,PNG,New Zealand,NZL,5,0,0,,0,0
2020,Papua New Guinea,PNG,Papua New Guinea,PNG,0,0,14000,,0,0
2020,Poland,POL,Australia,AUS,0,21,0,,0,0
2020,Poland,POL,Belgium,BEL,98,0,0,,0,0
2020,Poland,POL,Brazil,BRA,0,13,0,,0,0
2020,Poland,POL,Canada,CAN,69,105,0,,0,0
2020,Poland,POL,France,FRA,132,0,0,,0,0
2020,Poland,POL,United Kingdom of Great Britain and Northern Ireland,GBR,0,5,0,,0,0
2020,Poland,POL,Germany,DEU,597,5,0,,0,0
2020,Poland,POL,Peru,PER,0,5,0,,0,0
2020,Poland,POL,Sweden,SWE,5,0,0,,0,0
2020,Poland,POL,United States of America,USA,9,898,0,,0,0
2020,Portugal,PRT,Australia,AUS,0,8,0,,0,0
2020,Portugal,PRT,Brazil,BRA,0,104,0,,0,0
2020,Portugal,PRT,Canada,CAN,5,23,0,,0,0
2020,Portugal,PRT,Germany,DEU,7,0,0,,0,0
2020,Portugal,PRT,Mexico,MEX,5,7,0,,0,0
2020,Portugal,PRT,New Zealand,NZL,0,5,0,,0,0
2020,Portugal,PRT,Peru,PER,0,16,0,,0,0
2020,Portugal,PRT,Switzerland,CHE,5,0,0,,0,0
2020,Portugal,PRT,United States of America,USA,5,197,0,,0,0
2020,Qatar,QAT,United Kingdom of Great Britain and Northern Ireland,GBR,8,13,0,,0,0
2020,Qatar,QAT,Germany,DEU,5,0,0,,0,0
2020,Qatar,QAT,United States of America,USA,20,25,0,,0,0
2020,Romania,ROU,Argentina,ARG,51,0,0,,0,0
2020,Romania,ROU,Australia,AUS,0,5,0,,0,0
2020,Romania,ROU,Austria,AUT,5,0,0,,0,0
2020,Romania,ROU,Belgium,BEL,36,15,0,,0,0
2020,Romania,ROU,Brazil,BRA,0,15,0,,0,0
2020,Romania,ROU,Canada,CAN,423,526,0,,0,0
2020,Romania,ROU,Dem. Rep. of the Congo,COD,0,5,0,,0,0
2020,Romania,ROU,Ecuador,ECU,0,5,0,,0,0
2020,Romania,ROU,France,FRA,143,0,0,,0,0
2020,Romania,ROU,United Kingdom of Great Britain and Northern Ireland,GBR,5,8,0,,0,0
2020,Romania,ROU,Germany,DEU,137,5,0,,0,0
2020,Romania,ROU,Israel,ISR,0,37,0,,0,0
2020,Romania,ROU,Mexico,MEX,7,5,0,,0,0
2020,Romania,ROU,Slovakia,SVK,37,0,0,,0,0
2020,Romania,ROU,Sweden,SWE,45,0,0,,0,0
2020,Romania,ROU,Switzerland,CHE,17,0,0,,0,0
2020,Romania,ROU,United States of America,USA,437,3094,0,,0,0
2020,South Africa,ZAF,Argentina,ARG,0,15,0,,0,0
2020,South Africa,ZAF,Australia,AUS,33,454,0,,0,0
2020,South Africa,ZAF,Austria,AUT,5,0,0,,0,0
2020,South Africa,ZAF,Belgium,BEL,5,0,0,,0,0
2020,South Africa,ZAF,Bahamas,BHS,0,8,0,,0,0
2020,South Africa,ZAF,Brazil,BRA,5,446,0,,0,0
2020,South Africa,ZAF,Canada,CAN,0,215,0,,0,0
2020,South Africa,ZAF,Ecuador,ECU,0,7,0,,0,0
2020,South Africa,ZAF,Finland,FIN,0,5,0,,0,0
2020,South Africa,ZAF,France,FRA,62,6,0,,0,0
2020,South Africa,ZAF,United Kingdom of Great Britain and Northern Ireland,GBR,143,143,0,,0,0
2020,South Africa,ZAF,Georgia,GEO,0,7,0,,0,0
2020,South Africa,ZAF,Germany,DEU,21,65,0,,0,0
2020,South Africa,ZAF,Ireland,IRL,116,468,0,,0,0
2020,South Africa,ZAF,Israel,ISR,0,483,0,,0,0
2020,South Africa,ZAF,Rep. of Korea,KOR,0,100,0,,0,0
2020,South Africa,ZAF,Mexico,MEX,0,11,0,,0,0
2020,South Africa,ZAF,Malta,MLT,0,5,0,,0,0
2020,South Africa,ZAF,Mauritius,MUS,5,0,0,,0,0
2020,South Africa,ZAF,New Zealand,NZL,7,6,0,,0,0
2020,South Africa,ZAF,Spain,ESP,5,5,0,,0,0
2020,South Africa,ZAF,Sweden,SWE,0,7,0,,0,0
2020,South Africa,ZAF,Switzerland,CHE,10,0,0,,0,0
2020,South Africa,ZAF,United States of America,USA,51,769,0,,0,0
2020,South Africa,ZAF,Zambia,ZMB,6,0,0,,0,0
2020,South Africa,ZAF,Zimbabwe,ZWE,0,0,0,,0,6
2020,Russian Federation,RUS,Egypt,EGY,8,21,0,,0,0
2020,Russian Federation,RUS,Argentina,ARG,79,89,0,,0,0
2020,Russian Federation,RUS,Armenia,ARM,0,5,0,,0,0
2020,Russian Federation,RUS,Australia,AUS,57,80,0,,0,0
2020,Russian Federation,RUS,Austria,AUT,7513,958,0,,0,0
2020,Russian Federation,RUS,Azerbaijan,AZE,350,24,0,,0,0
2020,Russian Federation,RUS,Belgium,BEL,2560,585,0,,0,0
2020,Russian Federation,RUS,Belarus,BLR,0,7,0,,0,0
2020,Russian Federation,RUS,Bolivia (Plurinational State of),BOL,14,0,0,,0,0
2020,Russian Federation,RUS,Brazil,BRA,19,43,0,,0,0
2020,Russian Federation,RUS,Bosnia and Herzegovina,BIH,0,5,0,,0,0
2020,Russian Federation,RUS,Bulgaria,BGR,0,20,0,,0,0
2020,Russian Federation,RUS,Canada,CAN,675,153,0,,0,0
2020,Russian Federation,RUS,Chile,CHL,5,7,0,,0,0
2020,Russian Federation,RUS,Costa Rica,CRI,27,0,0,,0,0
2020,Russian Federation,RUS,Cyprus,CYP,77,76,0,,0,0
2020,Russian Federation,RUS,Czechia,CZE,177,23,0,,0,0
2020,Russian Federation,RUS,Denmark,DNK,748,30,0,,0,0
2020,Russian Federation,RUS,Ecuador,ECU,34,8,0,,0,0
2020,Russian Federation,RUS,Estonia,EST,40,5,0,,0,0
2020,Russian Federation,RUS,Finland,FIN,885,545,0,,0,0
2020,Russian Federation,RUS,France,FRA,16775,3358,0,,0,0
2020,Russian Federation,RUS,United Kingdom of Great Britain and Northern Ireland,GBR,809,594,0,,0,0
2020,Russian Federation,RUS,Georgia,GEO,238,72,0,,0,0
2020,Russian Federation,RUS,Germany,DEU,9172,13111,0,,0,0
2020,Russian Federation,RUS,Greece,GRC,16,47,0,,0,0
2020,Russian Federation,RUS,Guatemala,GTM,5,0,0,,0,0
2020,Russian Federation,RUS,Croatia,HRV,15,5,0,,0,0
2020,Russian Federation,RUS,Hungary,HUN,36,0,0,,0,0
2020,Russian Federation,RUS,Iceland,ISL,14,0,0,,0,0
2020,Russian Federation,RUS,India,IND,0,12,0,,0,0
2020,Russian Federation,RUS,Indonesia,IDN,5,0,0,,0,0
2020,Russian Federation,RUS,Ireland,IRL,82,24,0,,0,0
2020,Russian Federation,RUS,Israel,ISR,5,3967,0,,0,0
2020,Russian Federation,RUS,Italy,ITA,214,101,0,,0,0
2020,Russian Federation,RUS,Jordan,JOR,24,7,0,,0,0
2020,Russian Federation,RUS,Rep. of Korea,KOR,13,2421,0,,0,0
2020,Russian Federation,RUS,Lithuania,LTU,688,8,0,,0,0
2020,Russian Federation,RUS,Luxembourg,LUX,17,8,0,,0,0
2020,Russian Federation,RUS,Latvia,LVA,58,5,0,,0,0
2020,Russian Federation,RUS,Mauritania,MRT,0,9,0,,0,0
2020,Russian Federation,RUS,Rep. of Moldova,MDA,5,0,0,,0,0
2020,Russian Federation,RUS,Mexico,MEX,41,24,0,,0,0
2020,Russian Federation,RUS,Malaysia,MYS,6,0,0,,0,0
2020,Russian Federation,RUS,Montenegro,MNE,0,11,0,,0,0
2020,Russian Federation,RUS,Malta,MLT,18,5,0,,0,0
2020,Russian Federation,RUS,Netherlands,NLD,356,140,0,,0,0
2020,Russian Federation,RUS,Norway,NOR,432,15,0,,0,0
2020,Russian Federation,RUS,New Zealand,NZL,27,16,0,,0,0
2020,Russian Federation,RUS,Pakistan,PAK,6,0,0,,0,0
2020,Russian Federation,RUS,Peru,PER,0,5,0,,0,0
2020,Russian Federation,RUS,Philippines,PHL,5,0,0,,0,0
2020,Russian Federation,RUS,Poland,POL,1052,2419,0,,0,0
2020,Russian Federation,RUS,Portugal,PRT,23,5,0,,0,0
2020,Russian Federation,RUS,South Africa,ZAF,10,0,0,,0,0
2020,Russian Federation,RUS,Spain,ESP,356,1855,0,,0,0
2020,Russian Federation,RUS,Serbia and Kosovo: S/RES/1244 (1999),SRB,5,5,0,,0,0
2020,Russian Federation,RUS,Slovakia,SVK,38,0,0,,0,0
2020,Russian Federation,RUS,Slovenia,SVN,21,5,0,,0,0
2020,Russian Federation,RUS,Sweden,SWE,1427,415,0,,0,0
2020,Russian Federation,RUS,Switzerland,CHE,753,65,0,,0,0
2020,Russian Federation,RUS,United Arab Emirates,ARE,0,5,0,,0,0
2020,Russian Federation,RUS,Ukraine,UKR,165,161,0,,0,0
2020,Russian Federation,RUS,Uruguay,URY,12,5,0,,0,0
2020,Russian Federation,RUS,United States of America,USA,6530,12806,0,,0,0
2020,Rwanda,RWA,Angola,AGO,506,142,0,,0,0
2020,Rwanda,RWA,Egypt,EGY,5,0,0,,0,0
2020,Rwanda,RWA,Australia,AUS,94,51,0,,0,0
2020,Rwanda,RWA,Austria,AUT,15,6,0,,0,0
2020,Rwanda,RWA,Burundi,BDI,480,389,0,,0,29
2020,Rwanda,RWA,Belgium,BEL,781,440,0,,0,0
2020,Rwanda,RWA,Benin,BEN,0,5,0,,0,0
2020,Rwanda,RWA,Burkina Faso,BFA,16,0,0,,0,0
2020,Rwanda,RWA,Botswana,BWA,18,0,0,,0,0
2020,Rwanda,RWA,Brazil,BRA,18,5,0,,0,0
2020,Rwanda,RWA,Canada,CAN,811,643,0,,0,0
2020,Rwanda,RWA,Central African Rep.,CAF,212,0,0,,0,0
2020,Rwanda,RWA,Chad,TCD,14,0,0,,0,0
2020,Rwanda,RWA,China,CHN,0,9,0,,0,0
2020,Rwanda,RWA,Cameroon,CMR,298,124,0,,0,0
2020,Rwanda,RWA,Congo,COG,796,477,0,,0,9277
2020,Rwanda,RWA,Dem. Rep. of the Congo,COD,213777,133,0,,0,0
2020,Rwanda,RWA,Cyprus,CYP,5,6,0,,0,0
2020,Rwanda,RWA,Denmark,DNK,14,6,0,,0,0
2020,Rwanda,RWA,Ecuador,ECU,5,0,0,,0,0
2020,Rwanda,RWA,Ethiopia,ETH,13,7,0,,0,0
2020,Rwanda,RWA,Finland,FIN,35,26,0,,0,0
2020,Rwanda,RWA,France,FRA,3076,498,0,,0,0
2020,Rwanda,RWA,United Kingdom of Great Britain and Northern Ireland,GBR,119,40,0,,0,0
2020,Rwanda,RWA,Germany,DEU,297,259,0,,0,0
2020,Rwanda,RWA,Ghana,GHA,37,5,0,,0,0
2020,Rwanda,RWA,Greece,GRC,10,0,0,,0,0
2020,Rwanda,RWA,Guinea,GIN,10,0,0,,0,0
2020,Rwanda,RWA,China, Hong Kong SAR,HKG,29,0,0,,0,0
2020,Rwanda,RWA,Cote d'Ivoire,CIV,53,5,0,,0,0
2020,Rwanda,RWA,India,IND,5,10,0,,0,0
2020,Rwanda,RWA,Ireland,IRL,39,0,0,,0,0
2020,Rwanda,RWA,Israel,ISR,0,7,0,,0,0
2020,Rwanda,RWA,Italy,ITA,0,5,0,,0,0
2020,Rwanda,RWA,Japan,JPN,5,0,0,,0,0
2020,Rwanda,RWA,Kenya,KEN,744,1127,0,,0,0
2020,Rwanda,RWA,Rep. of Korea,KOR,0,28,0,,0,0
2020,Rwanda,RWA,Libya,LBY,5,0,0,,0,0
2020,Rwanda,RWA,Luxembourg,LUX,13,0,0,,0,0
2020,Rwanda,RWA,Mali,MLI,7,10,0,,0,0
2020,Rwanda,RWA,Malawi,MWI,2277,4559,0,,0,232
2020,Rwanda,RWA,Mozambique,MOZ,699,3136,0,,0,0
2020,Rwanda,RWA,Namibia,NAM,126,32,0,,0,0
2020,Rwanda,RWA,Netherlands,NLD,41,8,0,,0,0
2020,Rwanda,RWA,Niger,NER,18,0,0,,0,0
2020,Rwanda,RWA,Norway,NOR,23,5,0,,0,0
2020,Rwanda,RWA,Philippines,PHL,9,0,0,,0,0
2020,Rwanda,RWA,Poland,POL,5,0,0,,0,0
2020,Rwanda,RWA,Romania,ROU,7,5,0,,0,0
2020,Rwanda,RWA,South Africa,ZAF,1016,1056,0,,0,0
2020,Rwanda,RWA,Rwanda,RWA,0,0,0,,0,8947
2020,Rwanda,RWA,Senegal,SEN,13,7,0,,0,0
2020,Rwanda,RWA,Spain,ESP,0,5,0,,0,0
2020,Rwanda,RWA,Eswatini,SWZ,185,104,0,,0,0
2020,Rwanda,RWA,Sweden,SWE,55,57,0,,0,0
2020,Rwanda,RWA,Switzerland,CHE,110,5,0,,0,0
2020,Rwanda,RWA,United Rep. of Tanzania,TZA,67,33,0,,0,9
2020,Rwanda,RWA,Togo,TGO,116,7,0,,0,0
2020,Rwanda,RWA,Tunisia,TUN,6,0,0,,0,0
2020,Rwanda,RWA,Uganda,UGA,15978,1905,0,,0,0
2020,Rwanda,RWA,Ukraine,UKR,5,0,0,,0,0
2020,Rwanda,RWA,United States of America,USA,1219,1154,0,,0,0
2020,Rwanda,RWA,Venezuela (Bolivarian Republic of),VEN,5,0,0,,0,0
2020,Rwanda,RWA,Zambia,ZMB,777,27,0,,0,5173
2020,Rwanda,RWA,Zimbabwe,ZWE,662,80,0,,0,109
2020,El Salvador,SLV,Argentina,ARG,46,34,0,,0,0
2020,El Salvador,SLV,Australia,AUS,10,30,0,,0,0
2020,El Salvador,SLV,Belgium,BEL,442,1570,0,,0,0
2020,El Salvador,SLV,Brazil,BRA,59,5,0,,0,0
2020,El Salvador,SLV,Belize,BLZ,24,1309,0,,0,0
2020,El Salvador,SLV,Canada,CAN,1540,570,0,,0,0
2020,El Salvador,SLV,Chile,CHL,9,27,0,,0,0
2020,El Salvador,SLV,Colombia,COL,11,0,0,,0,0
2020,El Salvador,SLV,Costa Rica,CRI,1384,141,0,,0,0
2020,El Salvador,SLV,Denmark,DNK,5,0,0,,0,0
2020,El Salvador,SLV,Ecuador,ECU,23,8,0,,0,0
2020,El Salvador,SLV,Finland,FIN,10,5,0,,0,0
2020,El Salvador,SLV,France,FRA,75,7,0,,0,0
2020,El Salvador,SLV,United Kingdom of Great Britain and Northern Ireland,GBR,551,1598,0,,0,0
2020,El Salvador,SLV,Germany,DEU,121,43,0,,0,0
2020,El Salvador,SLV,Greece,GRC,12,0,0,,0,0
2020,El Salvador,SLV,Guatemala,GTM,265,222,0,,0,4897
2020,El Salvador,SLV,Honduras,HND,22,9,0,,0,0
2020,El Salvador,SLV,Iceland,ISL,18,0,0,,0,0
2020,El Salvador,SLV,Ireland,IRL,13,28,0,,0,0
2020,El Salvador,SLV,Italy,ITA,2826,1298,0,,0,0
2020,El Salvador,SLV,Mexico,MEX,9231,10793,0,,0,13132
2020,El Salvador,SLV,Malta,MLT,0,5,0,,0,0
2020,El Salvador,SLV,Netherlands,NLD,5,48,0,,0,0
